key	a_010101	a_010000	a_020000	a_030000	a_050000	a_060000	a_110000	a_120000	a_180000
fde18	745	10	90	45	299	0	31	165	32
fde18	420	160	0	12	597	0	18	92	141
fde18	525	20	86	0	524	0	49	88	148
fde18	630	10	0	38	471	15	4	212	55
fde18	480	10	35	0	15	598	96	131	60
fde18	653	49	33	0	356	0	77	200	27
fde18	510	55	87	29	90	8	176	344	76
fde18	569	70	199	20	214	0	125	175	68
fde18	578	170	60	50	0	0	131	298	93
fde18	700	120	10	0	354	0	0	106	115
fde18	495	218	40	0	225	0	135	220	107
fde18	658	15	79	10	225	0	95	232	66
fde18	630	214	80	116	0	30	68	190	96
fde18	465	24	161	45	509	0	60	95	81
fde18	760	44	71	14	182	0	57	215	97
fde18	550	57	25	15	0	210	85	320	68
fde18	573	87	20	71	239	0	93	176	136
fde18	540	148	0	0	547	0	51	142	12
fde18	570	0	35	63	90	450	30	150	52
fde18	588	77	150	5	300	120	85	0	111
fde18	840	70	30	0	398	0	0	5	80
fde18	450	30	0	0	515	0	57	268	58
fde18	230	55	65	38	865	0	50	5	114
fde18	645	98	80	50	90	0	90	147	52
fde18	510	0	80	30	550	0	39	126	45
fde18	780	36	42	0	0	0	63	459	50
fde18	565	0	20	0	825	0	0	0	28
fde18	658	117	364	0	30	155	56	60	0
fde18	550	60	42	15	302	0	0	135	218
fde18	566	45	15	50	207	0	135	274	115
fde18	240	60	15	0	805	0	15	280	15
fde18	330	65	156	20	214	0	41	423	61
fde18	450	145	40	0	387	0	45	350	13
fde18	620	55	6	0	499	155	0	70	35
fde18	825	15	33	60	60	60	0	285	87
fde18	215	23	232	0	853	0	46	54	12
fde18	390	0	0	5	504	0	69	281	142
fde18	460	58	331	42	272	0	60	100	97
fde18	1140	0	60	0	50	0	30	15	35
fde18	516	47	69	138	90	0	82	350	103
fde18	770	272	28	0	0	0	97	223	50
fde18	660	110	92	0	0	285	70	78	75
fde18	568	0	135	50	268	0	73	140	79
fde18	390	23	12	82	425	8	122	245	78
fde18	628	7	47	157	307	0	101	20	53
fde18	505	24	120	0	625	0	30	0	51
fde18	690	5	30	59	110	30	52	111	193
fde18	480	30	0	5	610	0	30	240	45
fde18	350	0	15	43	415	25	30	480	72
fde18	480	40	0	0	565	0	10	194	63
fde18	480	42	183	0	330	0	25	270	25
fde18	180	71	0	0	927	0	44	165	38
fde18	360	20	13	0	550	0	90	285	87
fde18	910	30	115	15	150	90	30	40	45
fde18	540	60	118	0	344	0	49	287	42
fde18	750	0	0	0	315	0	78	167	22
fde18	930	80	20	0	202	0	0	4	9
fde18	610	100	80	0	330	0	25	138	82
fde18	465	64	0	0	820	0	0	35	31
fde18	440	120	18	0	615	0	45	60	72
fde18	360	120	45	35	0	380	29	310	131
fde18	360	107	211	0	255	0	35	318	64
fde18	0	65	20	0	1080	170	15	0	86
fde18	598	52	20	0	480	79	15	110	41
fde18	600	47	171	0	424	0	13	105	80
fde18	285	97	15	0	680	0	0	193	100
fde18	300	0	282	0	705	0	0	153	0
fde18	655	92	90	10	265	0	90	15	123
fde18	540	0	65	19	246	0	15	467	88
fde18	465	66	210	6	0	0	90	365	99
fde18	446	10	151	60	340	25	85	289	34
fde18	510	43	60	15	475	0	151	82	104
fde18	330	70	2	0	820	0	30	150	28
fde18	360	117	30	13	625	0	15	210	30
fde18	480	85	0	0	220	180	5	115	85
fde18	455	163	35	0	670	0	72	40	5
fde18	300	35	65	26	160	300	11	444	69
fde18	680	95	0	0	470	0	30	125	40
fde18	540	30	0	2	0	420	100	15	93
fde18	808	55	50	0	22	95	61	115	79
fde18	446	15	54	25	60	0	50	665	41
fde18	345	15	72	20	361	0	41	416	90
fde18	460	25	0	10	196	105	69	386	152
fde18	425	20	12	0	535	303	0	20	78
fde18	210	120	46	13	681	135	34	105	34
fde18	480	25	5	0	341	270	69	115	58
fde18	465	70	114	5	425	0	50	180	79
fde18	585	111	0	124	167	153	67	145	19
fde18	330	5	5	0	690	0	64	346	0
fde18	600	0	30	0	539	0	0	80	111
fde18	750	40	42	0	0	240	50	193	100
fde18	660	10	245	0	270	0	95	140	20
fde18	335	5	98	0	595	0	25	100	75
fde18	567	42	0	13	180	0	61	514	63
fde18	320	210	227	0	0	0	53	550	60
fde18	540	76	212	16	0	145	70	215	111
fde18	480	15	98	115	278	0	79	310	65
fde18	340	30	10	80	20	405	140	192	121
fde18	462	205	164	0	75	0	105	350	65
fde18	30	65	5	10	1115	0	80	0	135
fde25	510	142	67	22	273	0	115	82	99
fde25	570	45	61	42	420	0	35	67	114
fde25	450	80	144	30	270	0	103	240	99
fde25	800	19	168	17	200	0	40	20	176
fde25	306	0	44	337	525	0	0	78	86
fde25	900	58	138	12	219	0	88	25	0
fde25	815	30	132	25	23	0	0	229	96
fde25	430	35	66	45	565	0	90	21	48
fde25	660	30	35	28	450	0	0	25	52
fde25	620	70	107	0	320	0	288	0	6
fde25	362	143	37	2	585	60	10	58	106
fde25	450	36	84	72	565	0	100	70	50
fde25	750	15	135	125	0	20	19	214	84
fde25	525	95	92	47	298	0	65	27	81
fde25	630	10	65	19	371	0	64	240	41
fde25	450	40	49	86	545	0	35	82	93
fde25	600	15	20	61	550	0	70	23	101
fde25	555	40	92	0	440	135	93	22	26
fde25	585	35	0	5	518	0	0	10	42
fde25	630	19	118	156	335	0	82	70	30
fde25	535	0	162	118	365	0	15	70	87
fde25	60	175	101	109	395	0	89	347	159
fde25	255	65	154	126	530	0	33	165	50
fde25	600	0	112	25	75	0	45	309	36
fde25	540	90	50	70	210	0	33	282	75
fde25	590	15	28	0	230	0	2	245	48
fde25	708	0	80	53	460	0	5	112	20
fde25	455	25	50	329	255	0	90	135	66
fde25	590	62	120	45	305	0	50	193	55
fde25	585	102	110	223	0	151	10	160	99
fde25	605	15	26	0	733	0	25	0	36
fde25	460	30	80	25	560	0	86	132	52
fde25	435	0	20	0	506	0	12	383	84
fde25	405	15	83	20	360	0	77	445	35
fde25	395	35	126	115	427	0	0	210	132
fde25	360	20	125	18	445	0	102	110	92
fde25	375	10	117	66	303	0	125	280	54
fde25	510	6	2	5	524	0	20	339	34
fde25	480	25	55	38	366	0	159	200	117
fde25	575	50	74	35	356	0	45	145	75
fde25	655	76	106	55	180	0	34	223	74
fde25	452	35	35	5	480	0	105	88	80
fde25	345	37	0	0	988	0	37	25	8
fde25	420	125	12	15	330	0	147	90	103
fde25	520	20	142	0	469	0	0	0	175
fde25	445	0	53	94	390	0	82	126	98
fde25	615	5	42	34	355	0	77	45	123
fde25	510	0	95	0	620	0	30	158	12
fde25	340	78	0	15	870	0	0	107	30
fde25	350	33	12	105	525	0	93	95	198
fde25	535	75	120	64	330	0	131	78	62
fde25	722	49	32	57	120	0	25	38	141
fde25	450	62	18	40	378	0	30	37	157
fde25	700	75	96	55	225	0	42	127	83
fde25	540	20	145	90	352	0	40	65	105
fde25	690	58	120	127	175	0	80	10	70
fde25	1052	30	38	112	60	0	11	5	77
fde25	495	132	15	255	370	0	0	0	104
fde25	540	0	0	27	525	0	92	156	62
fde25	825	0	22	93	25	0	156	170	83
fde25	535	49	120	124	485	0	10	77	40
fde25	480	91	39	115	240	0	55	163	147
fde25	385	15	100	100	705	0	77	20	38
fde25	755	15	10	0	445	0	23	0	82
fde25	270	147	143	102	367	0	55	162	134
fde25	480	73	42	113	432	0	12	95	114
fde25	515	60	58	0	388	0	160	40	107
fde25	555	0	136	47	120	35	175	264	67
fde25	480	30	133	30	491	0	55	145	64
fde25	420	12	153	132	340	0	70	127	141
fde25	660	20	50	66	227	0	149	210	28
fde25	340	0	105	65	690	0	0	150	90
fde25	540	15	22	48	320	30	102	138	54
fde25	480	8	50	166	200	0	79	300	124
fde25	395	50	0	0	720	0	114	0	21
fde25	540	37	38	15	127	0	20	331	178
fde25	410	68	215	97	360	0	65	5	175
fde25	628	35	0	0	350	0	0	309	42
fde25	480	79	43	30	568	0	30	150	60
fde25	360	122	134	242	405	0	35	98	44
fde25	450	34	172	67	228	0	118	322	12
fde25	345	60	60	61	448	0	54	263	104
fde25	590	35	0	0	275	0	10	290	125
fde25	388	15	77	86	475	0	34	270	95
fde25	225	109	95	105	578	0	0	175	131
fde25	420	60	197	85	114	0	28	129	148
fde25	370	40	37	160	400	0	3	330	100
fde25	1042	50	35	8	65	0	118	92	28
fde25	445	80	75	153	243	0	147	132	76
fde25	540	57	120	5	435	0	150	88	45
fde25	540	55	182	52	207	0	43	271	90
fde25	300	75	94	34	368	0	61	285	53
fde25	390	201	118	125	388	0	43	96	58
fde25	550	137	128	22	485	0	13	5	30
fde25	570	115	7	15	386	0	0	110	53
fde25	540	44	40	50	210	0	100	236	46
fde25	480	60	34	30	699	0	0	124	13
fde25	750	29	108	54	0	0	31	262	45
fde25	449	71	124	134	461	96	5	61	39
fde25	728	50	56	59	220	0	79	60	118
fde45	590	61	77	0	599	0	0	0	74
fde45	420	0	74	4	611	0	175	86	55
fde45	555	69	139	0	400	0	25	93	85
fde45	625	15	0	40	450	0	0	210	42
fde45	540	80	40	0	595	0	35	30	48
fde45	468	94	20	0	445	0	110	243	60
fde45	635	15	17	0	450	0	0	278	45
fde45	630	90	5	10	115	0	20	510	30
fde45	450	90	1	0	649	0	48	150	37
fde45	540	195	135	13	232	0	13	193	64
fde45	390	95	242	0	247	0	23	260	65
fde45	450	115	84	0	420	0	40	242	59
fde45	640	0	268	0	335	0	0	142	17
fde45	435	108	116	0	298	0	16	135	120
fde45	375	66	240	30	276	0	24	290	121
fde45	535	40	180	0	255	0	95	215	65
fde45	450	50	82	1	0	0	15	441	128
fde45	540	0	170	0	400	0	5	220	35
fde45	505	11	5	0	625	0	30	73	37
fde45	640	0	260	23	65	0	55	180	182
fde45	488	160	137	5	265	0	150	170	49
fde45	570	40	85	15	230	185	56	86	114
fde45	520	21	80	0	346	0	0	304	80
fde45	450	0	65	0	578	0	5	260	57
fde45	550	50	10	60	495	0	5	105	29
fde45	405	103	100	24	267	0	0	250	72
fde45	360	0	30	0	597	0	40	300	113
fde45	521	50	13	0	535	0	40	118	51
fde45	420	13	102	0	285	0	0	341	66
fde45	510	51	27	0	185	233	10	419	5
fde45	360	72	77	0	438	0	25	91	136
fde45	360	80	212	0	315	0	70	248	150
fde45	540	102	156	53	300	0	85	34	72
fde45	509	115	154	0	360	0	5	210	71
fde45	660	63	30	0	450	0	30	177	30
fde45	460	0	5	4	425	0	65	140	154
fde45	390	100	0	15	600	0	185	120	25
fde45	480	45	207	10	240	0	107	229	65
fde45	492	90	115	0	510	0	15	85	83
fde45	570	0	50	0	560	0	40	150	70
fde45	795	0	75	12	420	0	5	123	10
fde45	355	60	85	50	481	0	25	315	69
fde45	643	105	10	0	545	0	0	0	137
fde45	490	0	48	10	585	0	185	22	61
fde45	510	0	80	0	445	0	142	141	82
fde45	350	70	95	85	499	0	30	171	90
fde45	470	0	160	0	350	0	27	240	90
fde45	670	15	0	0	360	0	47	115	134
fde45	660	42	138	0	100	0	132	220	33
fde45	450	65	148	0	418	0	27	255	77
fde45	200	77	92	0	120	0	183	681	80
fde45	692	83	43	0	0	0	183	250	72
fde45	508	154	36	0	350	0	106	50	101
fde45	720	20	105	25	335	0	80	70	73
fde45	540	129	20	0	380	0	50	269	52
fde45	540	65	72	0	200	0	35	339	81
fde45	540	100	20	0	300	0	50	205	115
fde45	475	23	73	0	590	0	99	125	55
fde45	630	0	160	23	150	0	20	230	112
fde45	450	0	75	0	390	0	30	225	85
fde45	513	0	57	0	615	0	120	7	49
fde45	400	86	111	1	458	0	0	158	77
fde45	600	90	205	0	70	0	50	225	65
fde45	480	30	20	0	840	0	23	0	47
fde45	435	80	68	0	435	0	50	105	188
fde45	420	93	5	66	574	0	29	161	83
fde45	390	138	213	0	296	0	10	239	43
fde45	450	75	38	0	626	0	30	101	15
fde45	660	0	63	0	180	0	157	105	80
fde45	470	92	82	50	520	0	1	200	25
fde45	435	100	125	0	225	0	50	90	73
fde45	450	0	122	29	350	0	170	181	112
fde45	275	35	115	20	627	0	79	167	83
fde45	675	30	50	0	400	0	95	160	15
fde45	597	0	41	15	280	0	48	154	132
fde45	540	17	356	0	75	0	130	166	121
fde45	400	35	104	0	410	0	189	230	52
fde45	265	45	102	0	414	0	224	267	118
fde45	450	26	451	0	210	0	75	26	55
fde45	474	65	90	0	310	0	121	60	123
fde45	445	86	20	35	310	0	90	310	84
fde45	295	78	160	0	570	0	42	172	33
fde45	535	130	104	105	221	0	15	171	78
fde45	420	0	15	0	676	0	20	157	122
fde45	540	45	277	0	173	0	100	200	105
fde45	420	30	195	0	250	0	62	430	35
fde45	460	30	160	0	458	0	60	158	38
fde45	630	75	330	0	180	0	15	205	5
fde45	540	70	111	10	225	0	128	215	55
fde45	660	0	23	45	560	0	68	59	25
fde45	545	95	181	5	147	0	0	128	76
fde45	420	60	90	11	495	0	35	180	104
fde45	641	10	0	0	565	0	0	0	35
fde45	1020	65	0	0	35	0	10	240	70
fde45	680	71	152	2	270	0	5	90	94
fde45	385	37	216	60	220	0	35	247	87
fde45	620	0	56	7	186	0	64	305	75
fde45	515	89	66	31	320	0	58	183	91
fde45	645	35	15	30	355	0	60	230	48
fde45	500	10	123	7	372	0	103	170	112
fde65	300	97	143	0	662	0	40	143	47
fde65	780	17	165	0	270	0	30	83	9
fde65	555	0	145	0	190	0	140	320	5
fde65	510	127	105	50	360	0	45	193	40
fde65	505	17	450	0	0	0	30	438	0
fde65	270	315	139	45	60	0	52	280	56
fde65	580	155	97	1	337	0	75	105	8
fde65	820	22	93	0	115	0	15	80	4
fde65	615	0	40	0	276	0	101	173	45
fde65	510	50	122	1	52	0	195	305	57
fde65	540	0	65	0	384	0	135	30	53
fde65	355	235	100	0	427	0	59	216	0
fde65	515	49	101	0	330	0	60	139	93
fde65	540	5	126	0	329	0	99	150	69
fde65	660	0	0	0	660	0	5	0	40
fde65	301	65	129	0	445	0	137	263	100
fde65	532	60	401	0	0	0	45	312	0
fde65	360	5	0	0	555	0	81	348	21
fde65	510	26	33	0	435	0	4	350	82
fde65	430	107	327	0	0	0	67	464	5
fde65	435	0	13	0	727	0	72	82	60
fde65	420	20	90	0	369	0	25	250	132
fde65	495	60	149	5	388	0	20	246	47
fde65	420	90	55	0	150	0	191	339	38
fde65	282	132	258	10	130	0	65	418	103
fde65	500	156	262	0	0	0	204	80	86
fde65	570	17	103	40	295	0	118	202	43
fde65	330	240	133	0	345	0	156	70	40
fde65	405	145	91	130	229	0	40	280	95
fde65	480	0	200	10	20	0	155	305	50
fde65	394	77	79	0	582	0	103	100	35
fde65	360	50	150	30	475	0	36	150	54
fde65	480	45	265	0	300	0	30	230	30
fde65	385	250	134	0	261	0	130	200	65
fde65	450	0	300	0	0	0	95	305	23
fde65	660	76	6	0	515	0	50	0	50
fde65	840	195	105	0	0	0	35	255	10
fde65	405	65	93	0	15	0	74	208	170
fde65	300	90	49	0	498	0	111	154	68
fde65	120	0	24	0	901	0	52	189	83
fde65	490	52	263	0	103	0	131	185	88
fde65	600	119	15	6	194	0	157	140	48
fde65	180	131	146	1	330	0	138	399	67
fde65	390	98	266	10	315	0	167	194	0
fde65	480	155	85	0	0	0	100	350	96
fde65	300	125	106	85	301	0	146	116	151
fde65	375	25	70	0	563	0	45	204	29
fde65	366	42	59	0	170	0	50	571	115
fde65	443	10	75	34	90	0	125	207	70
fde65	440	118	200	0	213	0	140	264	42
fde65	385	116	264	0	95	0	45	279	136
fde65	900	99	55	0	87	0	95	0	73
fde65	720	0	212	0	0	0	43	278	54
fde65	0	185	32	27	580	0	190	251	145
fde65	490	85	242	34	0	0	38	458	73
fde65	370	117	224	0	106	0	74	336	105
fde65	540	0	285	0	180	0	179	221	30
fde65	570	38	144	0	155	0	20	446	66
fde65	555	40	240	0	310	0	49	176	70
fde65	510	0	30	0	750	0	9	135	6
fde65	549	125	125	34	191	0	176	89	102
fde65	540	85	80	90	0	0	150	255	107
fde65	630	28	69	5	167	0	150	142	120
fde65	510	90	115	0	565	0	0	95	65
fde65	335	176	458	0	25	0	50	82	99
fde65	375	14	27	0	286	0	53	373	128
fde65	360	0	85	0	330	0	95	215	61
fde65	540	0	55	0	275	0	50	330	98
fde65	480	47	0	0	430	0	1	422	46
fde65	665	15	247	0	0	0	30	365	18
fde65	470	10	78	0	379	0	30	397	46
fde65	360	213	133	0	168	0	20	332	88
fde65	505	140	395	0	0	0	5	127	5
fde65	300	115	170	0	320	0	125	160	104
fde65	450	60	0	0	578	0	15	164	86
fde65	345	120	225	0	250	0	125	205	40
fde65	405	90	254	0	233	0	144	193	61
fde65	580	184	0	60	210	0	162	198	41
fde65	305	70	135	0	595	0	102	148	83
fde65	478	60	0	0	218	0	77	427	123
fde65	450	32	0	0	605	0	67	228	10
fde65	360	211	47	0	367	0	113	294	48
fde65	560	150	271	0	45	0	115	104	99
fde65	423	3	6	55	601	0	20	204	128
fde65	540	105	291	10	67	0	35	285	64
fde65	360	279	417	0	10	0	41	179	59
fde65	420	0	74	0	530	0	90	306	0
fde65	955	0	0	0	260	0	30	83	25
fde65	495	30	31	0	199	0	73	427	73
fde65	360	60	335	0	260	0	80	250	56
fde65	465	0	5	0	98	0	119	365	107
fde65	420	112	174	0	425	0	75	111	52
fde65	540	0	0	0	555	0	0	275	33
fde65	240	70	140	20	309	0	84	385	126
fde65	360	35	134	0	374	0	43	370	74
fde65	435	65	10	0	549	0	20	160	26
fde65	626	62	185	0	60	0	242	63	62
fde65	450	30	166	10	390	0	15	148	122
fde65	510	30	360	0	0	0	106	185	40
fde65	390	100	363	0	0	0	74	213	124
fdn18	690	15	141	0	0	30	54	485	25
fdn18	890	10	15	0	170	135	30	115	60
fdn18	758	93	44	35	0	115	79	167	70
fdn18	680	45	136	166	0	16	57	219	78
fdn18	480	0	103	39	0	97	31	610	55
fdn18	630	156	15	0	0	255	0	190	43
fdn18	775	0	11	15	0	464	65	90	0
fdn18	530	45	135	30	0	400	81	197	22
fdn18	670	0	24	0	0	0	111	596	39
fdn18	480	51	169	0	0	435	12	133	65
fdn18	660	47	35	0	0	50	50	407	41
fdn18	525	25	71	268	0	65	41	313	122
fdn18	540	160	161	0	0	0	84	385	45
fdn18	450	81	133	33	0	130	175	179	177
fdn18	690	0	175	166	0	0	75	285	9
fdn18	810	126	56	0	0	0	25	153	57
fdn18	480	235	492	102	0	4	37	85	1
fdn18	590	55	0	0	0	727	0	18	40
fdn18	611	45	273	0	0	210	35	166	80
fdn18	660	0	0	0	0	0	43	199	147
fdn18	470	10	6	40	0	85	15	525	49
fdn18	540	20	121	0	0	245	20	353	77
fdn18	420	30	0	0	0	315	133	367	70
fdn18	690	50	55	0	0	0	0	485	110
fdn18	370	185	10	20	0	60	60	167	226
fdn18	903	10	15	0	0	0	15	293	67
fdn18	610	41	119	0	0	0	0	610	0
fdn18	790	60	15	10	0	210	80	50	155
fdn18	390	60	0	0	0	430	94	193	83
fdn18	600	120	19	0	0	36	27	526	48
fdn18	870	0	77	158	0	255	5	50	25
fdn18	477	83	108	197	0	99	138	281	31
fdn18	810	0	234	0	0	145	15	170	59
fdn18	956	4	120	61	0	0	10	254	35
fdn18	720	20	0	10	0	319	41	195	125
fdn18	560	10	108	0	0	558	0	149	10
fdn18	760	141	90	0	0	265	0	184	0
fdn18	390	113	32	20	255	210	20	370	30
fdn18	420	20	0	188	0	220	100	297	115
fdn18	390	50	54	0	0	123	71	448	122
fdn18	660	101	0	105	0	159	0	350	0
fdn18	735	41	127	16	0	0	14	486	4
fdn18	720	70	194	0	0	0	95	214	32
fdn18	550	55	20	41	0	4	110	475	54
fdn18	518	95	0	0	0	670	5	122	30
fdn18	555	20	0	15	0	165	50	275	111
fdn18	620	51	165	290	0	0	61	246	7
fdn18	530	152	57	107	0	216	104	46	74
fdn18	390	70	218	93	0	220	120	161	115
fdn18	610	80	195	0	0	155	95	160	42
fdn18	788	55	0	0	0	55	41	455	46
fdn18	716	184	81	0	0	14	103	315	7
fdn18	417	171	122	363	0	0	20	127	133
fdn18	900	80	30	35	0	0	117	100	58
fdn18	630	10	0	0	382	195	78	105	40
fdn18	690	15	65	20	0	77	34	501	18
fdn18	670	15	25	89	0	25	30	335	44
fdn18	765	71	95	15	0	0	20	474	0
fdn18	390	105	178	170	0	30	60	145	183
fdn18	1115	0	11	211	0	14	15	0	49
fdn18	720	41	0	0	0	0	111	539	29
fdn18	630	30	0	16	0	354	93	254	53
fdn18	455	137	120	195	0	309	32	139	28
fdn18	520	90	195	159	0	103	143	97	56
fdn18	690	45	11	70	0	79	75	270	85
fdn18	480	0	26	175	0	0	40	674	45
fdn18	880	100	0	150	0	0	0	265	45
fdn18	590	95	40	0	0	580	5	100	30
fdn18	503	36	73	163	0	60	75	461	29
fdn18	686	45	12	53	0	435	35	100	14
fdn18	600	0	86	252	0	0	65	420	17
fdn18	660	71	0	82	0	50	89	431	23
fdn18	900	5	255	0	0	0	50	220	10
fdn18	435	174	0	0	382	180	67	107	65
fdn18	686	6	241	220	0	0	11	233	43
fdn18	500	135	5	0	0	60	125	195	153
fdn18	610	31	141	21	0	241	79	242	70
fdn18	380	45	0	15	0	285	30	220	105
fdn18	590	39	75	357	0	85	34	28	82
fdn18	690	120	0	80	0	0	15	445	56
fdn18	495	5	85	219	0	151	0	442	43
fdn18	480	20	280	12	0	150	0	305	106
fdn18	815	55	180	30	0	159	75	86	30
fdn18	370	15	285	5	0	285	5	423	42
fdn18	885	60	5	0	0	220	15	110	30
fdn18	770	0	0	0	0	590	0	30	40
fdn18	570	0	105	167	120	165	110	121	60
fdn18	720	0	4	60	0	0	45	378	21
fdn18	635	45	279	20	0	170	92	1	37
fdn18	600	0	136	120	0	0	90	426	50
fdn18	690	25	40	15	0	45	124	457	44
fdn18	530	115	20	193	0	0	86	300	54
fdn18	590	10	224	170	0	0	126	258	62
fdn18	900	31	0	62	30	0	0	402	15
fdn18	480	25	224	55	0	284	45	217	55
fdn18	570	0	116	205	0	210	0	189	129
fdn18	555	0	13	194	0	0	30	427	101
fdn18	645	35	20	10	0	190	83	225	84
fdn18	590	269	49	15	0	97	9	322	35
fdn18	460	32	28	0	0	460	0	392	39
fdn25	630	0	219	182	0	0	0	337	57
fdn25	420	0	100	56	0	0	5	775	57
fdn25	470	72	282	15	0	283	0	288	30
fdn25	600	80	118	315	0	0	40	225	47
fdn25	450	71	162	233	0	0	0	404	96
fdn25	632	15	178	7	0	0	20	438	45
fdn25	375	115	370	126	0	0	50	313	36
fdn25	567	10	292	149	0	0	5	0	113
fdn25	530	5	242	102	0	0	52	195	131
fdn25	600	57	120	52	0	0	58	481	52
fdn25	595	0	265	83	0	60	20	380	18
fdn25	513	232	65	241	0	0	15	105	106
fdn25	700	0	392	116	0	0	35	178	19
fdn25	540	126	156	124	0	0	56	378	27
fdn25	420	172	251	107	0	0	67	283	50
fdn25	525	0	400	120	15	0	0	171	54
fdn25	510	0	282	90	0	60	25	281	110
fdn25	460	25	449	195	0	0	15	291	5
fdn25	480	60	282	308	0	0	90	59	120
fdn25	625	0	4	97	0	0	0	672	42
fdn25	540	70	76	339	0	0	5	50	82
fdn25	649	16	245	150	0	0	55	225	94
fdn25	520	263	289	206	0	0	82	48	32
fdn25	690	89	267	133	0	90	85	44	13
fdn25	420	115	209	55	0	0	0	526	39
fdn25	540	38	264	174	0	0	80	129	77
fdn25	455	0	209	122	0	290	0	290	52
fdn25	688	60	40	45	0	389	0	197	11
fdn25	510	100	116	103	0	0	0	375	147
fdn25	409	41	205	224	15	0	65	281	115
fdn25	690	30	148	152	0	0	46	80	38
fdn25	573	42	200	201	0	0	72	170	107
fdn25	405	46	132	176	0	0	4	336	96
fdn25	1010	0	116	101	0	0	0	0	5
fdn25	515	88	239	208	0	0	102	135	73
fdn25	715	0	320	231	40	0	35	0	80
fdn25	565	0	280	18	0	360	53	30	25
fdn25	460	30	35	187	0	0	0	709	19
fdn25	441	149	102	183	0	0	25	433	67
fdn25	450	0	383	195	0	0	35	237	76
fdn25	310	60	425	216	0	0	50	146	92
fdn25	570	30	314	263	0	0	0	75	97
fdn25	480	0	158	243	0	0	99	228	62
fdn25	660	0	91	26	0	120	40	406	67
fdn25	310	143	573	159	30	0	10	0	31
fdn25	670	85	54	229	0	0	0	285	60
fdn25	650	35	305	58	0	0	159	95	18
fdn25	510	0	150	131	0	0	62	265	125
fdn25	570	20	334	173	0	0	15	80	58
fdn25	617	63	187	147	0	0	102	95	65
fdn25	480	20	267	179	0	0	15	160	116
fdn25	253	5	198	166	0	290	155	261	100
fdn25	610	15	287	104	0	0	61	256	35
fdn25	945	0	151	55	20	0	75	168	26
fdn25	400	15	114	118	30	0	88	317	33
fdn25	630	70	58	284	0	0	34	205	120
fdn25	495	0	79	372	0	0	0	3	166
fdn25	595	5	124	60	0	0	120	466	70
fdn25	390	30	150	379	0	0	42	357	57
fdn25	150	268	278	83	0	60	19	250	144
fdn25	240	120	160	172	0	0	65	376	22
fdn25	590	0	391	68	15	0	30	260	40
fdn25	495	0	705	94	0	0	115	0	31
fdn25	360	180	168	148	0	300	25	208	51
fdn25	360	190	520	65	0	0	0	275	20
fdn25	480	165	140	116	0	0	90	249	70
fdn25	410	253	357	205	0	0	35	136	44
fdn25	700	0	126	114	0	0	60	195	36
fdn25	460	0	517	90	0	0	4	184	0
fdn25	660	2	297	162	0	0	69	123	89
fdn25	600	56	82	269	0	0	76	172	88
fdn25	390	10	115	67	0	0	48	679	91
fdn25	583	8	199	158	0	60	0	142	68
fdn25	565	68	114	106	0	0	124	399	64
fdn25	530	5	314	176	0	0	50	160	54
fdn25	475	102	106	128	0	270	106	245	8
fdn25	1103	67	35	105	0	0	0	60	70
fdn25	270	140	170	342	0	0	77	235	42
fdn25	649	6	396	75	0	0	26	165	73
fdn25	485	0	530	242	0	0	29	45	19
fdn25	345	45	318	224	0	0	141	247	89
fdn25	465	120	136	285	0	60	30	266	38
fdn25	570	25	163	211	0	0	35	152	65
fdn25	563	27	272	156	163	0	30	96	51
fdn25	720	25	30	127	0	290	67	157	24
fdn25	630	90	131	99	0	0	52	123	59
fdn25	398	82	243	65	0	290	0	82	73
fdn25	450	0	339	118	0	0	36	415	48
fdn25	505	53	253	305	0	0	116	110	36
fdn25	419	0	436	89	120	0	15	337	24
fdn25	480	0	322	100	35	0	50	253	136
fdn25	537	0	117	199	0	160	29	243	102
fdn25	615	145	117	214	95	0	53	89	92
fdn25	300	97	337	392	0	0	0	238	31
fdn25	620	0	159	153	0	0	80	78	85
fdn25	450	175	392	193	0	0	64	50	29
fdn25	506	0	120	220	0	0	30	412	60
fdn25	600	30	318	44	0	0	60	280	17
fdn25	546	59	280	114	0	0	65	210	111
fdn25	370	28	215	136	0	0	78	378	73
fdn45	432	60	68	0	0	0	15	585	33
fdn45	507	21	193	0	0	0	26	594	0
fdn45	675	183	0	0	0	0	35	438	55
fdn45	630	0	49	35	0	0	0	612	70
fdn45	503	188	20	0	0	0	0	702	18
fdn45	415	15	121	33	0	0	120	540	76
fdn45	360	50	305	0	0	0	170	371	64
fdn45	495	65	183	88	0	0	5	263	95
fdn45	510	15	177	26	0	0	20	402	150
fdn45	600	30	347	60	0	0	110	63	40
fdn45	315	60	182	20	0	0	0	571	80
fdn45	680	83	155	30	0	0	77	187	19
fdn45	265	36	254	9	0	0	110	320	232
fdn45	525	189	128	85	0	0	124	204	36
fdn45	570	85	239	0	0	0	31	179	55
fdn45	220	160	658	0	0	0	25	347	0
fdn45	390	0	260	0	0	0	140	512	45
fdn45	420	30	474	15	0	0	46	380	10
fdn45	543	25	40	0	0	180	90	407	35
fdn45	420	60	236	0	0	0	0	455	14
fdn45	560	0	210	0	0	0	80	550	5
fdn45	779	16	115	0	0	0	15	425	10
fdn45	420	96	154	47	0	0	16	561	66
