key	a_010101	a_010000	a_020000	a_030000	a_050000	a_060000	a_110000	a_120000	a_180000
meu65	570	0	96	0	0	0	20	711	42
meu65	630	0	153	0	0	0	0	457	75
meu65	475	0	296	0	0	0	110	284	77
meu65	419	75	280	0	0	0	90	300	100
meu65	810	30	205	0	0	0	60	269	54
meu65	735	105	130	0	0	0	80	390	0
meu65	600	0	199	0	0	0	120	236	57
meu65	660	0	365	0	0	0	75	215	65
meu65	689	39	189	0	0	0	15	387	58
meu65	685	60	211	0	0	0	45	360	44
meu65	435	20	535	0	0	0	100	149	92
meu65	765	0	270	0	0	0	15	174	110
meu65	415	60	326	0	0	0	85	537	17
meu65	520	60	306	0	0	0	10	394	83
meu65	780	0	150	0	0	0	40	386	62
meu65	790	30	375	0	0	0	105	30	18
meu65	675	100	49	5	0	0	180	325	106
meu65	505	0	130	0	0	0	189	441	78
meu65	365	15	362	0	0	0	0	597	70
meu65	625	0	125	0	0	0	30	475	45
meu65	629	15	303	0	0	0	40	312	90
meu65	435	15	389	0	0	0	86	345	62
meu65	580	0	310	0	0	0	90	215	32
meu65	645	5	380	0	0	0	70	210	55
meu65	479	0	360	0	0	0	130	311	40
meu65	270	60	199	0	0	0	90	751	40
meu65	370	100	465	0	0	0	100	225	102
meu65	505	20	220	0	0	0	40	502	107
meu65	630	0	437	0	0	0	75	255	43
meu65	1145	60	65	0	0	0	15	90	62
meu65	270	85	350	0	0	0	105	545	15
meu65	415	80	380	5	0	0	10	500	50
meu65	629	0	223	0	0	0	80	503	5
meu65	60	25	410	0	0	0	125	575	65
meu65	435	15	530	0	0	0	105	329	20
meu65	435	5	340	5	0	0	70	377	73
meu65	870	0	215	0	0	0	60	145	30
meu65	465	125	235	0	0	0	30	477	72
meu65	475	60	304	0	0	0	90	345	70
meu65	415	90	673	0	0	0	160	85	8
meu65	870	0	200	0	0	0	0	265	35
meu65	750	0	240	0	0	0	65	250	50
meu65	575	30	135	0	0	0	80	530	25
meu65	415	60	480	0	0	0	194	186	75
